label,text
Address,Street Address 5291 Tulane 6749 Wembley 7016 Michael Wylie 1992 Trickling Water 567 Lees Court 6308 Broadview 8279 Fairgreen 4224 W 27th 4647 Rosetta 5895 Halcott 4677 Cameo 
Address,9115 Summer Darby Street 1185 Sutton St. 1669 Glenleaf Dr. 4889 Palm Breeze rd. 1638 Warehouse Rd. 1258 Treetop Ave. 2060 Northbend Circle 6663 Farmleigh Rd. 7713 Mullis rd. 6064 Fernleaf Street 1994 Gayle rd. 5249 Roxanna Drive 9460 Sweetbriar Dr. 5379 Rockhaven Street 
Address,Address 9608 Bay rd. 5663 French rd. 4679 Merrie Rose Circle 6503 Tennessee blvd. 4820 McGill Avenue 9385 University Church Road 7846 Vista Haven Boulevard 5232 Morning Dew St. 1112 Oakwood Way 1716 Mattson Avenue 6830 Endd Circle 8277 Penway rd. 6324 Retana Ave. 7587 Marlwood Rd. 1675 Knox Farm Way 2885 Pimilico Trace Ave. 9092 Patriots Point Drive 2072 Hamilton Jones Way 1510 Old Gum Branch Rd. 3550 Wooden Rail rd. 3998 Tupelo Way 9114 Berea Ave. 1463 Hatherly Rd. 
City,Sylvan Oak Eustis Springmont Carol Steel Yard Eastway Clark 
Address,Property Address 7219 Spring Oak 6013 Sutter Creek 34 Patterson 3562 Lake Erie 
City,Raeburn Ivory Palm Pondview Autumn Blaze 
Address,3164 Cedarbrook 2384 Sutton 5335 Calloway Orchard 1108 Fellowship 6546 Haversham 7454 Cedar Bird 7038 Grapetree 1160 Mont Blanc 7876 S Wendover 9376 Chausley 8673 Widgeon 2435 Riley 6496 Keaton 8294 William Walker 8092 Glencannon 8818 Haddington 1190 Salamander Run 5785 Clyde 4628 Charter Hills 3360 Scotney Bluff 3450 Stream Ridge 4544 Dearmon 7575 Dingess 1331 Branch 1 Cedar Bluff 
City,Maricopa S Torrence Apple Blossom Stockholm Arden Gate Penny Place Harmonious Belgrave Kyrene Aston Mill Toluca Landing View Olmsted Denali Slickrock Providence Branch Bald Ridge Greenview 
City,City Wilburn Park Darby Founders Club Aronomink Seaboard Maid Marian Dulverton Krupa Lynn Raintree Trowbridge Newell Baptist Church Coral Rose Quinn Brewster Meadowridge Vantage Timmons Pelton Bow Augustine Hill 
Address,Location 2664 N Davidson Rd. 8360 Caldwell Park Avenue 8043 Blackhorse Rd. 4911 Golden Heights Dr. 6539 Beechtree rd. 8559 Redcoat Road 
Address,8517 Weston Woods Road 4272 Dixie Drive 9062 Callahan Mill Rd. 1205 Loch Leven St. 2287 Nations Ford blvd. 9953 Hampton Place Dr. 8369 Branthurst Dr. 4644 Hiddenbrook Drive 5749 Beverly Dr. 9730 Print Rd. 1140 Caymus Circle 4931 Irwin Valley rd. 3878 Needlepoint Boulevard 6161 John Kirk Road 
Address,8953 Cedar Bird Circle 2518 Denbur Rd. 4637 Conner Ridge Circle 9837 Myrtlewood St. 7127 NE Circle 3311 Larix Rd. 3531 Sarah Marks St. 1332 Cardigan Drive 7741 Annbick Street 5486 Bond Rd. 
City,Town Iredell S Ford Cypress Ridge 
Units,818 435 834 259 957 534 379 53 415 857 793 877 672 
Address,4033 Bond blvd. 
City,Marietta 
City,Kalynne Linda Lake Hilliard Lancer Hollis Riverpointe Blue Tick Wren Brigstock Edinburgh Ivy Meadow Rocket Talmage 
Units,Units 641 911 634 126 547 26 123 681 2 525 646 145 347 936 147 182 948 
Units,867 441 912 556 289 903 963 
Units,514 475 717 342 924 455 311 322 42 15 662 177 67 285 170 351 994 989 
Address,270 Mallard Hill Dr. 4629 Old Spice Rd. 
Units,Units 864 48 716 410 166 751 665 251 86 764 69 189 207 522 328 49 958 419 321 735 191 844 
State,Pennsylvania Guam VI Nevada WA Indiana New Hampshire GA GA ME SC Hawaii Idaho Oregon Rhode Island 
Address,619 Ragan Elizabeth Road 9149 Glen Manor Road 7908 Jade Tree Ave. 8232 Mulhouse St. 3085 Trillium Street 9398 Elkston Avenue 7122 Gordonvale Road 5202 Millingden Boulevard 1854 Harrison Steel Circle 3048 Trade Park Street 2228 Seigle Way 1809 Aylesford Dr. 5231 Tinnin Road 3950 Stoney Garden St. 
State,State VT NC NH AL Alaska AR Delaware New Mexico FL VT Iowa DC Iowa MD AR CZ New York IN Maryland Kansas Georgia OR Rhode Island 
State,State Connecticut Iowa NH MN AL Georgia Vermont Oklahoma Minnesota LA Florida OK Mississippi NC Maine Mississippi Colorado Arizona Puerto Rico LA Pennsylvania 
Units,1 336 692 29 712 186 562 85 469 519 691 981 934 
Units,916 899 1000 943 
Units,17 904 913 289 86 398 494 908 884 863 750 893 
Address,2837 Lassen Bay Street 6261 Wilora Lake rd. 9850 Fazenda rd. 7715 Beasley Circle 1690 Lence Circle 3805 Pendennis Street 1756 Susanna Way Road 1712 Redwood Valley Road 1137 Sycamore Green Boulevard 5157 Forest Green Drive 6395 Misty Pine Dr. 2243 Water Walk Street 450 Amherst Rd. 2254 High Chase Street 4816 Wittstock Boulevard 
Address,3382 Sapona Avenue 6387 Ambridge Street 1185 St Lawrence blvd. 5505 Roland Way 8847 Grand Oak Street 6172 Winding River Drive 6377 Pink Dogwood Rd. 8773 Gibbon Terrace Avenue 9105 Dalphon Jones St. 6216 Rumstone Dr. 8165 Arlington Hills Street 4231 Saw Mill Ave. 7465 Tichborne Circle 3113 Brenda Ann St. 6749 Charlie Hipp Road 3171 Mossborough Boulevard 7345 Bubbling Branch Street 4001 Covington Road 8869 Porter Creek Avenue 4565 Mountain Point blvd. 4716 Forwood Road 2506 Gladden Way 8158 Aragorn Street 
State,State Georgia Wyoming Florida MA New Hampshire VI Maine California ID ME WY Hawaii Puerto Rico Louisiana Pennsylvania Minnesota MI 
State,Minnesota Virgin Islands ID 
Address,9137 Hankins Road 1117 Quail Ridge blvd. 6369 Swiss Way 9271 Old Concord Ave. 4412 Long Creek Club Ave. 1913 S Tryon St. 4102 Lyndeboro St. 9617 Kilmory Boulevard 943 Wilson Ridge Ave. 4193 Mary Juan Dr. 2226 Royal Bluff Ave. 5898 Moberly St. 599 Kurt Dr. 2154 Beechwood Boulevard 237 Madras Road 8545 Providence Rd. 
Address,Property Address 4382 Ganso Circle 9001 Carver Falls Road 5860 Trail View Dr. 1071 McKelvey rd. 5381 Iverleigh Dr. 2117 Whisnant Avenue 6955 Jaldena Boulevard 6138 Merion Hills Street 7586 Arbor Trail Road 5247 General Industrial Avenue 9167 Old Meadow Ave. 1896 Three Vistas Circle 6511 Tom Hunter Avenue 5604 Gesco Boulevard 9336 Rosa Parks Rd. 9217 Roxton Avenue 4102 McEwen Dr. 2116 Linden Berry Avenue 3537 Arco Corporate Road 6568 Derrydowne Street 9975 Bending Branch Boulevard 1473 McClintock Road 3220 Lakeview rd. 
Address,5246 W Sugar Creek Rd. 3401 Raddington Rd. 2165 Heatherdale Avenue 4003 Woodvalley rd. 8736 Manheim Avenue 491 Sunchaser blvd. 
Units,156 809 211 229 664 
State,Virgin Islands TX AK TN WA WI MO WY SD WA IN ME NE Alabama OR Rhode Island DC Puerto Rico Delaware Alabama ND Iowa NY Nevada 
State,AK SD DC North Carolina South Carolina Louisiana OH Virgin Islands Rhode Island Wisconsin Washington New Jersey Mississippi Maryland 
State,Kentucky WA Oklahoma ND DC ID Montana RI 
Units,899 409 149 130 509 
Address,Street Address 8419 Tuckerbunn Street 9678 Cedar Lake Dr. 3358 Lindahi Ave. 3585 Meadow Rose Road 8962 Eastover Ridge blvd. 2128 Grand Oak rd. 4359 Old Holland St. 39 Hempstead Avenue 9827 Greenbriar Boulevard 9582 Chaser Ridge St. 7685 Asbury Rd. 9830 Gwaltney Dr. 1077 Dorothy Road 
City,Steven Lorimer Pineborough Layla Dovershire Golf Links Long Creek Tee High Rock Iron Stone Hyndman Woodard Nobber Kings Canyon Kirkley Walker Branch Fallen Tree Taranasay Grass Hollow Merlin Meadows Rensselaer University Ridge Ramhorne Bonroi Washington 
City,Hawaii Kimrod Twin Lakes Joe Hagler Wilmore Walk Pine Thicket Hilltop Emily McClintock Captain Neal Leipzig Magellan Berkeley Forest Harlington Westgarth McAlway Whittier Chillmark Flint Amity Garden Air Park West Paisley Drive 
Address,720 Slade Castle 762 Norma 5733 Carriage Drive 732 Caldwell 6427 Rathlin 
City,Wayt Vidal Castle Abbey Adams Ebara Lomax 
State,State CZ Wyoming Illinois Ohio WA Puerto Rico Indiana KY Mississippi Utah SD MA Virgin Islands GA NM California North Carolina NC 
Units,Number of Units 977 841 892 184 249 
City,Kilrush Creekview Prosperity Ridge Scottview Little Stoney Anglesey Leitrim Canberra Lundy Grabill Kelford Saint Michael's Moss Lake Annandale Stonepath Chestnut Ridge Yahtzee Landerwood Shopton Donnefield Bushy Creek Rainman Dovefield Crestridge Winedale 
Address,7308 Sequoia Boulevard 5473 Cavendish Circle 4348 Kendrick Cross Street 4122 Pelican Rd. 7096 Short Hills Rd. 2354 Thomas Drive 3883 Duckhorn Rd. 3342 Heather View Street 1863 Willow Run Boulevard 4360 Quinn blvd. 1827 Storehouse Boulevard 4529 Roadway Street 3804 Bambi Ave. 660 Maddox Dr. 4809 Twiford Boulevard 2664 Southbridge Forest Boulevard 7248 Tipton Way 5287 Dinkins Coach rd. 5126 Softwind Circle 9308 Driscol blvd. 
Units,273 582 990 940 300 79 398 498 432 
City,Briddle Hall Boxelder S Summit Creston Kenwood Macquarie Crowder Dewey Eagles Field Kingston Place Pipestone Shea Coopersdale Elessar Plymouth Swift Arrow Button Pointe Apple Blossom Harps Mill 
Units,729 351 733 685 377 909 58 120 332 432 395 
City,Louglen Sonora Tapestry Large Oak Stoneglen Hearn Morris Club Champion Mitchell Glen Carrington Hill Knightsdale Patricia Ryan Old Statesville Biltmore Misty Morn Orchard Trace Pointed Leaf Brandon Forest Trescott Cedar Grove Meadowview Hills Knob Oak High Meadow 
Address,6139 Gordon Walters 8295 Weststone 788 Dowling 6012 S Cedar 3163 Starwood 681 English Elm 9542 David Earl 6648 Barley 6193 Byswick 8433 Palestrina 2861 Washington 3138 Salome Church 6455 E Liddell 349 Selkirkshire 7734 Rising Oak 4297 Harland 2278 Halifax 9986 Endolwood 8507 Statesville 4423 Dove Stand 7493 McEwen 238 Greenway Crescent 
Address,8714 Benning Wood 1316 Cassington 2227 Glen Ellyn 
City,Town Allaway Capps Hill Mine Summercrest Westnedge Nannyberry 
Address,6177 Mulberry Circle 1788 Cleveland Dr. 3550 Wondering Oak Ave. 4006 Misty Morning Avenue 8203 N Smallwood St. 577 Atkinson blvd. 3190 Camden Circle 2123 Edgepine Dr. 9016 McRorie St. 866 Deckford Ave. 3148 Oakmint Road 4503 Mecklenburg Avenue 8645 Windy Rock Rd. 976 Brandon Forest Avenue 7184 Luton Rd. 3874 Meadow Rose Dr. 8669 Pacific Echo Road 1313 Cold Harbor Boulevard 
City,Fetlock Emmy Canyon Creek Whiteburn Berwick Fallon Farm 
Units,Number of Units 375 139 880 717 641 404 916 846 888 290 818 801 987 625 549 361 491 575 
Units,Unit Count 177 842 954 87 197 550 450 286 138 446 730 895 105 86 987 922 208 707 816 24 306 378 319 
City,Town Townsbury Lazy Willow St Mary Ashmore Thornbriar Gatesville Furrow Tresanton Mallard Creek William Walker McIlroy Sledge Bethel Beyhill Astonboro Winthorp Ridge Worsley Dumbarton Erin Taylor Fieldgate Harding S Point Quail Brushwood 
City,Town Friar Tuck Mountain Laurel Mermans Persimmon Tree Philadelphia Church Llewellyn Lifford Dalbeth Sellars Kenyon Liberton Sandridge Kendra Baroda Tallard Lee Passion Flower Bayse Brim Gillman Robertson Hamilton Lemongrass Pine Valley 
Units,759 72 742 260 96 45 
Units,Unit Count 946 895 788 218 66 743 938 834 523 304 51 138 213 793 17 647 778 967 
Address,4132 Leacroft Rd. 5857 Simsbury Street 6612 Fairington Oaks Avenue 6981 Marbetta rd. 7290 Ainsworth Boulevard 3946 E 5th Street 8812 W 4th Avenue 1993 Hamilton Place Drive 
City,Town Wesleyan Pennycross 
Address,6672 Breckfield Ave. 2 Floral Hall Circle 2580 Rhygate Drive 9167 Baronwood Drive 2251 Hood blvd. 5417 US Highway Drive 5785 Big Bear Avenue 2393 Fairbourne St. 2828 Nicolet Glen Boulevard 5285 Rebecca Road 296 Woodland Commons Drive 8692 Rockmeadow rd. 1009 Edinmeadow blvd. 9636 Haynes Hall Circle 5941 Provincetowne St. 1018 Henley Street 9449 Kallam Way 2495 Lombardy Ave. 5004 Red Oak blvd. 80 Watersway blvd. 1714 Dunsinane Circle 
City,Stratford Hall Pheasant Glen Brownes Pond Tresevant White Moon Ellis Robert Frost Blackberry Cedar Cliff Rusty Captain John Brooke Nicole Plantain 
Address,9768 Nesslaw 4509 Paschall 4247 Mc Duff 2536 Roy 5603 Rutherford 8145 Thorpe 7915 McKendree 5675 Manitoba 6017 Old Statesville 7709 Storick 5942 Rider Woods 4922 Pickerel 4343 Berkeley Hill 1313 Elsinore 373 Loring 8261 Axis 3507 Waterlilly 2746 Knight Crest 9646 Durham 1686 James Blakeney 5032 Lillington 9827 Hedgemore 3559 Sawyer 197 Sewickley 
Units,Units 951 506 494 332 639 874 241 65 438 540 588 665 863 163 294 613 498 513 951 717 
Units,428 250 864 478 68 849 419 760 333 919 938 814 954 787 620 917 703 
State,State Idaho Iowa OR Massachusetts GU NC MT Tennessee ME NH SC SC ME OK South Dakota Florida 
City,Rich Blue Bell E 16th Sycamore Berry Hathshire Millbury Hackberry 
Address,Street Address 1096 Glenduff rd. 119 Yellowood Way 
City,Minnie Lemmond Russet Maple Haven Sheridan Hawthorne 
State,HI DE AZ Delaware MI 
Address,3277 Vance Davis Dr. 9913 Kalis Drive 713 Wintergreen Way 875 Trojan Drive 554 Patchwork rd. 7347 Springhaven Street 3533 Sundancer blvd. 5724 Lilybet rd. 3235 Beech Nut Way 3672 Arborwood Road 9913 Harri Ann Road 437 Joe Hagler Way 
Address,2561 Youngblood St. 1653 Dayan Ave. 6634 Brighthaven Road 3191 Burgess Rd. 6758 Dove Tree Dr. 77 Edgepine Rd. 5706 Old Mount Holly Ave. 7774 Decatur rd. 
Units,Units 1 380 136 
Address,Location 3470 Pinehaven Circle 4800 Pondside Drive 9869 Cross Roads Street 3419 Old Robinson Boulevard 3978 Willow Meadow Way 9595 Shumard Oak Street 6466 Cole Circle 7571 Deshler Drive 4542 Whitecastle Circle 393 Old Wagon St. 9452 Conlan Way 3325 Tradewinds Rd. 2297 Greensboro Drive 6999 Beverwyck Ave. 1843 Belle Oaks Circle 4113 Klondike Circle 
City,Germander Royston Youngblood Blue Sky Rose Creek 
Address,Property Location 9324 Imperial Way 7357 Bloomdale Road 7594 Becton Park Way 6895 Topaz blvd. 5949 Patriot Boulevard 5196 Fuschia Way 5565 Crossvine Circle 6024 McGregor Circle 4104 Brickleberry Dr. 583 Waxahachie Avenue 5510 Stones Landing blvd. 1428 Raynham Dr. 7541 Arden Gate Drive 
Units,847 826 904 443 411 100 887 669 438 924 601 970 826 856 828 
Address,9759 Coca-Cola 4678 Oak Hollow 2322 Street 
Address,1171 Joyeland St. 8730 Everclear Dr. 3864 Alderwood Avenue 507 Red Bluff Ave. 6175 Groveview Way 5940 Emmons Road 9329 Surry Ridge Rd. 663 Shade Valley blvd. 9151 Fairchild Street 3348 Seminole Boulevard 728 Whiting St. 629 Count Fleet Street 7326 Spring Laurel Street 8297 Marguerite Avenue 2361 Ridgedale rd. 2110 Merrifield Dr. 9637 Roundhouse blvd. 6334 Grove Park Avenue 7684 Catalina Circle 7712 Dunstan Circle 1116 Double Cedar Circle 
State,Georgia ME CO Minnesota PA 
City,N Laurel Bob Beatty 
Units,413 956 78 398 323 570 704 438 230 103 502 449 485 462 94 921 865 232 873 735 
State,Minnesota MI Alabama MA AK MA Texas NE VT New York ND AL South Carolina WI 
Address,4528 Olivia View Street 160 Waverly Hall Dr. 7310 Aberdeen Wood Rd. 8290 Seth Thomas Dr. 4343 Wildwood St. 9233 Duffin St. 9940 Barclay Downs Avenue 7012 Newland Ave. 240 Snow Ridge Boulevard 1095 Mattingridge Way 677 Whispering Oaks Way 430 Mallard Creek Road 4529 Nannyberry Road 853 Daniel St. 7263 Vanizer St. 2015 Howland blvd. 1213 Mountain Aire Boulevard 
Address,904 Donna Ve Dr. 8253 Southern Oak Boulevard 2885 Loganberry Rd. 9291 Windtree Ave. 3132 Beechwood rd. 7000 Eaglewood blvd. 3967 Keithwood Drive 9715 Teague Drive 6272 Easton Grey blvd. 1176 Pewter Way 9595 Reddman Circle 
State,NV Utah Texas GA Nebraska Hawaii Kansas New York Puerto Rico ID South Dakota Connecticut 
Units,#units 345 177 669 371 151 516 790 646 485 320 799 674 853 911 718 28 180 46 203 975 147 91 450 528 924 
Address,1733 Sills blvd. 9685 Club Way 6034 Stedwick Road 8264 Seth Thomas blvd. 7716 Arklow Street 2288 Red Holly Avenue 3212 Woody Point St. 7636 Pease Boulevard 1604 Wyndale Rd. 5002 Marsh Walk Boulevard 6442 Capps Hill Mine Rd. 2545 Centennial Circle 4686 Mitchell Glen Way 9965 Raeburn Street 6253 E Craighead Boulevard 5525 Cheley's Ridge St. 867 S I - 85 Svc Road 5316 McCombs Dr. 1554 Victoria St. 3171 Blakeney Greens Way 9773 Bellemeade Dr. 9171 Tuckaseegee Rd. 
Address,Location 145 Falconer Way 36 Whitehurst Boulevard 6968 Florentina Drive 7334 Hawick Valley Circle 3165 High Winds Avenue 8591 Deer Stand Way 1718 Flagler Rd. 176 Redgrave Road 7123 Appaloosa St. 2662 Wheatfield blvd. 1782 Canberra Dr. 4852 Tattersall blvd. 7705 Honors Ave. 6190 Harris Grove Boulevard 
City,City Shady Oak 
Address,9572 Aberdeen Glen Dr. 8040 Taos Circle 7355 Ashland Dr. 4944 Butternut rd. 228 Georgetown Street 5925 Matthew Martin Rd. 9464 Hamilton Green blvd. 
City,Town Creek Dale Ellencroft Frank Little Meadowdale Portmarnock Highgrove Highlander Brightleaf Tew Scout 
Address,9312 Dilworth 2173 Point Lookout 8772 Scottish Kilt 5148 Whitewater 6162 Hager 6978 3rd 1548 Amber Creste 3992 Indian Hills 5129 Chipola 9145 Misty Dew 2632 Back Bay 8201 Fielding 1912 Winthorp Ridge 7261 Daerwood 3191 Mountain Park 5490 Barkley 8209 Williamson 
City,Tarleton Twins Campus Walk London Nottinghill Meadowlark Landing Rozler Broadford Old Maple Mallard Forest N Brevard Meadowcliff Rocky River 
State,Hawaii Minnesota Kansas KY Montana FL AK Indiana Virgin Islands TN WA DE New Hampshire California Nebraska Montana Oregon 
City,Royal Crest Taylor Black Satchel Executive 
Units,# of Units 986 177 637 268 969 811 264 589 884 897 652 894 578 579 244 280 238 214 882 324 929 511 388 831 807 
State,Arkansas Colorado WA SC North Carolina WA Hawaii AR VI VT RI UT GU DC Oklahoma FL WY Wisconsin WV Hawaii Hawaii Missouri Iowa Kentucky New Mexico 
City,Providence Lane The McTeal Shadow Moss Briarcrest 
State,Kentucky Wisconsin Arizona HI Massachusetts CT Virgin Islands Michigan OH 
Units,47 678 286 11 174 513 775 907 464 103 970 584 980 54 338 687 462 967 
City,City Learning Terrebonne Steelechase US Highway Puddle Duck Emily Galvin Randall Leonine Beamish Shumard Oak Sunset Village Winged Elm Cherry Tree Haddonshire 
Address,Property Location 3270 Meadow Oak 8916 Sternwalk 4997 Gregory 4221 Overbrook 4127 Chipola 1986 Wood Warbler 1370 Dorothy 3266 Breton 2649 Moss Mill 5464 Greenspire 2789 San Luis 1655 Prospector 
Address,4868 Andrill 3083 Woodthorn 2293 Michael Lynn 8015 Triple Oak 237 E 34th 2019 Bernbrook Shadow 3972 Furrier 3964 Dalmeny House 2858 Padstow 5775 E Catherine 1271 Chiswick 
State,State GA AK Ohio ID 
Units,345 757 12 829 157 572 
State,KY SC Oregon Texas WI 
Address,2284 Spandril Road 4405 Rhett Rd. 6200 Arbor Trace Ave. 
State,State HI PA NY VI Massachusetts Ohio ND Idaho Tennessee TN MS 
State,State Rhode Island NE WV Nevada Louisiana IL WI Missouri Arizona South Carolina Mississippi NC TN WY NH Minnesota GA MN Maine IN Utah WA 
Address,Property Location 2038 Key Boulevard 202 Cooks Way Rd. 666 Saybrook Dr. 1887 Huntwell Commons St. 
City,Town Summerglen Lambeth Tartan Green Branson Berkeley Place Blakeney Greens Hersham Mews S Cloudman 
Units,745 899 238 688 270 572 71 322 111 256 511 621 127 479 135 445 293 182 183 
City,City Woodmere Crossing Long Nook Paw Prints Glenluce Barnette Club Champion Rio Grande Macdara Glen Cagney Hekate Kingsbury Oakwood Stourton Roseland Belcross Waldon Park Reed 
City,Abbottsgate Oldfield Dilling Farm Lampasas Serendipity Woodnotch Idlewild Watson 
State,MI New Hampshire 
Units,Number of Units 808 736 170 957 63 594 366 416 231 936 603 815 354 712 531 189 867 612 
City,Van Buren Maylin Welland Carol Christopher Brandon Trail Piney Grove Mountain Park Swallow Linda Vista Sulkirk West Darbywine 
State,State Hawaii ND TN Arkansas North Dakota MI 
State,IL Pennsylvania 
Address,8576 Benton 6931 Roundhouse 3525 Greenhurst 8192 Parliament 8789 Florence 8291 Horne 6835 Arlandes 4332 Great Wagon 2084 Tom Short 6093 Leigh 3345 Balsam Tree 557 Cerise 7517 Bain Farm 3999 Symphony Woods 304 Witney 6670 Maury 369 Alexander Hall 2581 Bitter Creek 4078 Lyndeboro 7523 Corner Wind 4635 Olivia 
Units,22 970 154 509 251 160 518 520 893 728 
State,State RI 
State,NM IL MN Puerto Rico New Hampshire NM 
State,CO AL NE KY Delaware New York New Hampshire Delaware MA OR Nevada Oklahoma VI Utah CZ NV Rhode Island Wyoming WY NM MD 
State,Florida Connecticut Colorado Maine GA Minnesota SD SC SC KY WV WV MD Missouri IA Virginia Utah Tennessee DC Hawaii ME Virginia PR AR 
